Type,"Country Code","Series Code","Time Code","Description"
FootNote,"Brazil (BRA)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2008 (YR2008)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Brazil (BRA)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2009 (YR2009)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Brazil (BRA)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2010 (YR2010)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Switzerland (CHE)","Internet users (per 100 people) (IT.NET.USER.P2)","2006 (YR2006)","In the last 6 months. Population age 14+."
FootNote,"Switzerland (CHE)","Internet users (per 100 people) (IT.NET.USER.P2)","2007 (YR2007)","In the last 6 months. Population age 14+."
FootNote,"Switzerland (CHE)","Internet users (per 100 people) (IT.NET.USER.P2)","2008 (YR2008)","In the last 6 months. Population age 14+."
FootNote,"Switzerland (CHE)","Internet users (per 100 people) (IT.NET.USER.P2)","2009 (YR2009)","In the last 6 months. Population age 14+."
FootNote,"Switzerland (CHE)","Internet users (per 100 people) (IT.NET.USER.P2)","2010 (YR2010)","In the last 6 months. Population age 14+."
FootNote,"Switzerland (CHE)","Internet users (per 100 people) (IT.NET.USER.P2)","2011 (YR2011)","In the last 6 months. Population age 14+."
FootNote,"Switzerland (CHE)","Internet users (per 100 people) (IT.NET.USER.P2)","2012 (YR2012)","In the last 6 months. Population age 14+."
FootNote,"Switzerland (CHE)","Internet users (per 100 people) (IT.NET.USER.P2)","2013 (YR2013)","In the last 6 months. Population age 14+."
FootNote,"Switzerland (CHE)","Internet users (per 100 people) (IT.NET.USER.P2)","2014 (YR2014)","In the last 6 months. Population age 14+."
FootNote,"Switzerland (CHE)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2006 (YR2006)","Uncertainty bound is 4.8 - 5.1"
FootNote,"Switzerland (CHE)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2007 (YR2007)","Uncertainty bound is 4.7 - 5"
FootNote,"Switzerland (CHE)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2008 (YR2008)","Uncertainty bound is 4.6 - 4.9"
FootNote,"Switzerland (CHE)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2009 (YR2009)","Uncertainty bound is 4.4 - 4.8"
FootNote,"Switzerland (CHE)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2010 (YR2010)","Uncertainty bound is 4.3 - 4.7"
FootNote,"Switzerland (CHE)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2011 (YR2011)","Uncertainty bound is 4.2 - 4.6"
FootNote,"Switzerland (CHE)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2012 (YR2012)","Uncertainty bound is 4 - 4.5"
FootNote,"Switzerland (CHE)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2013 (YR2013)","Uncertainty bound is 3.8 - 4.5"
FootNote,"Switzerland (CHE)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2014 (YR2014)","Uncertainty bound is 3.6 - 4.6"
FootNote,"Switzerland (CHE)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2015 (YR2015)","Uncertainty bound is 3.4 - 4.6"
FootNote,"Switzerland (CHE)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2006 (YR2006)","Bundesamit fur Statistik SG. Personal communication February 2007. Estimate"
FootNote,"Switzerland (CHE)","Income share held by lowest 20% (SI.DST.FRST.20)","2007 (YR2007)","Income based."
FootNote,"Switzerland (CHE)","Income share held by lowest 20% (SI.DST.FRST.20)","2008 (YR2008)","Income based."
FootNote,"Switzerland (CHE)","Income share held by lowest 20% (SI.DST.FRST.20)","2009 (YR2009)","Income based."
FootNote,"Switzerland (CHE)","Income share held by lowest 20% (SI.DST.FRST.20)","2010 (YR2010)","Income based."
FootNote,"Switzerland (CHE)","Income share held by lowest 20% (SI.DST.FRST.20)","2011 (YR2011)","Income based."
FootNote,"Switzerland (CHE)","Income share held by lowest 20% (SI.DST.FRST.20)","2012 (YR2012)","Income based."
FootNote,"Switzerland (CHE)","Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)","2011 (YR2011)","Break in series."
FootNote,"Switzerland (CHE)","Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)","2014 (YR2014)","Extrapolated assuming the same as previous year."
FootNote,"Switzerland (CHE)","Population growth (annual %) (SP.POP.GROW)","2011 (YR2011)","Break in series."
FootNote,"Switzerland (CHE)","Population, total (SP.POP.TOTL)","2011 (YR2011)","Break in series."
FootNote,"Switzerland (CHE)","Population, total (SP.POP.TOTL)","2015 (YR2015)","Extrapolated assuming the same growth rate as previous 6 months."
FootNote,"Switzerland (CHE)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2006 (YR2006)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Switzerland (CHE)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2007 (YR2007)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Switzerland (CHE)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2008 (YR2008)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Switzerland (CHE)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2009 (YR2009)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Switzerland (CHE)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2010 (YR2010)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"China (CHN)","Internet users (per 100 people) (IT.NET.USER.P2)","2006 (YR2006)","Population age 6+. Online at least one hour per week."
FootNote,"China (CHN)","Internet users (per 100 people) (IT.NET.USER.P2)","2013 (YR2013)","Permanent residents at the age of 6 or above. In the last 6 months."
FootNote,"China (CHN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2006 (YR2006)","Uncertainty bound is 20.5 - 23.3"
FootNote,"China (CHN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2007 (YR2007)","Uncertainty bound is 18.8 - 21.3"
FootNote,"China (CHN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2008 (YR2008)","Uncertainty bound is 17.3 - 19.6"
FootNote,"China (CHN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2009 (YR2009)","Uncertainty bound is 16 - 18.1"
FootNote,"China (CHN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2010 (YR2010)","Uncertainty bound is 14.7 - 16.7"
FootNote,"China (CHN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2011 (YR2011)","Uncertainty bound is 13.5 - 15.5"
FootNote,"China (CHN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2012 (YR2012)","Uncertainty bound is 12.3 - 14.5"
FootNote,"China (CHN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2013 (YR2013)","Uncertainty bound is 11.1 - 13.8"
FootNote,"China (CHN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2014 (YR2014)","Uncertainty bound is 9.9 - 13.2"
FootNote,"China (CHN)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2015 (YR2015)","Uncertainty bound is 9 - 12.7"
FootNote,"China (CHN)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2006 (YR2006)","Source: Ministry of Health  2006"
FootNote,"China (CHN)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2007 (YR2007)","Source: Ministry of Health  2007"
FootNote,"China (CHN)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2008 (YR2008)","Source: Ministry of Health  2008"
FootNote,"China (CHN)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2009 (YR2009)","Source: Ministry of Health  2010"
FootNote,"China (CHN)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2010 (YR2010)","Source: Ministry of Health  2011"
FootNote,"China (CHN)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2011 (YR2011)","Source: Ministry of Health  2012"
FootNote,"China (CHN)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2012 (YR2012)","Source: Ministry of Health  2013"
FootNote,"China (CHN)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2013 (YR2013)","Source: NHFPC, China Statistical Yearbook for Health and Family Planning 2014"
FootNote,"China (CHN)","Prevalence of underweight, weight for age (% of children under 5) (SH.STA.MALN.ZS)","2008 (YR2008)","Survey coverage: 2008 (SEP-OCT). Age group: 0. - 5.00. NSS: 26 surveillance sites. Chen Chunming, He Wu, Wang Yuying.Nutritional status of children aged 0-5 years old in China (2008) - National (26 nutrition surveillance sites from rural areas). Beijing, China: Chinese Center for Disease Control and Prevention, 2010."
FootNote,"China (CHN)","Prevalence of underweight, weight for age (% of children under 5) (SH.STA.MALN.ZS)","2009 (YR2009)","Survey coverage: 2009 (SEP-OCT). Age group: 0. - 5.00. NSS: 26 surveillance sites. Chen Chunming, He Wu, Wang Yuying.Nutrition and rapid economic development - 2010 research report on nutrition policy in China. Beijing, China: Chinese Center for Disease Control and Prevention, 2010 (and additional analysis)."
FootNote,"China (CHN)","Prevalence of underweight, weight for age (% of children under 5) (SH.STA.MALN.ZS)","2010 (YR2010)","Survey coverage: 2010 (SEP-OCT). Age group: 0. - 5.00. NSS: 25 provinces. Chen Chunming, He Wu, Wang Yuying.Nutritional status of children aged 0-5 years old in China (2010) - National (38 nutrition surveillance sites from 25 provinces). Beijing, China: Chinese Center for Disease Control and Prevention, 2012 (and additional analysis)."
FootNote,"China (CHN)","Income share held by lowest 20% (SI.DST.FRST.20)","2008 (YR2008)","Consumption based. National distribution is based on aggregated Lorenz curve from original rural and urban distribution."
FootNote,"China (CHN)","Income share held by lowest 20% (SI.DST.FRST.20)","2010 (YR2010)","Consumption based. National distribution is based on aggregated Lorenz curve from original rural and urban distribution."
FootNote,"China (CHN)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) (SI.POV.DDAY)","2008 (YR2008)","Consumption based. Weighted average of rural and urban estimates."
FootNote,"China (CHN)","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) (SI.POV.DDAY)","2010 (YR2010)","Consumption based. Weighted average of rural and urban estimates."
FootNote,"China (CHN)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2006 (YR2006)","Source: China 2006 National Family Planning and Reproductive Health Survey"
FootNote,"China (CHN)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2008 (YR2008)","National Bureau of Statistics of China"
FootNote,"China (CHN)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2009 (YR2009)","National Bureau of Statistics of China"
FootNote,"China (CHN)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2010 (YR2010)","National Bureau of Statistics of China"
FootNote,"China (CHN)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2011 (YR2011)","National Bureau of Statistics of China"
FootNote,"China (CHN)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2012 (YR2012)","National Bureau of Statistics of China"
FootNote,"China (CHN)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2006 (YR2006)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"China (CHN)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2007 (YR2007)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"China (CHN)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2008 (YR2008)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"China (CHN)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2009 (YR2009)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"China (CHN)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2010 (YR2010)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Germany (DEU)","Internet users (per 100 people) (IT.NET.USER.P2)","2006 (YR2006)","Population age 16-74."
FootNote,"Germany (DEU)","Internet users (per 100 people) (IT.NET.USER.P2)","2007 (YR2007)","Population age 16-74."
FootNote,"Germany (DEU)","Internet users (per 100 people) (IT.NET.USER.P2)","2008 (YR2008)","Population age 16-74."
FootNote,"Germany (DEU)","Internet users (per 100 people) (IT.NET.USER.P2)","2009 (YR2009)","Population age 16-74."
FootNote,"Germany (DEU)","Internet users (per 100 people) (IT.NET.USER.P2)","2010 (YR2010)","Population age 16-74."
FootNote,"Germany (DEU)","Internet users (per 100 people) (IT.NET.USER.P2)","2011 (YR2011)","Users in the last 3 months. Age 16-74."
FootNote,"Germany (DEU)","Internet users (per 100 people) (IT.NET.USER.P2)","2012 (YR2012)","Users in the last 3 months."
FootNote,"Germany (DEU)","Internet users (per 100 people) (IT.NET.USER.P2)","2013 (YR2013)","Population age 16-74."
FootNote,"Germany (DEU)","Internet users (per 100 people) (IT.NET.USER.P2)","2014 (YR2014)","Population age 16-74."
FootNote,"Germany (DEU)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2006 (YR2006)","Uncertainty bound is 4.5 - 4.7"
FootNote,"Germany (DEU)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2007 (YR2007)","Uncertainty bound is 4.4 - 4.6"
FootNote,"Germany (DEU)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2008 (YR2008)","Uncertainty bound is 4.3 - 4.5"
FootNote,"Germany (DEU)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2009 (YR2009)","Uncertainty bound is 4.2 - 4.4"
FootNote,"Germany (DEU)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2010 (YR2010)","Uncertainty bound is 4.1 - 4.3"
FootNote,"Germany (DEU)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2011 (YR2011)","Uncertainty bound is 4 - 4.2"
FootNote,"Germany (DEU)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2012 (YR2012)","Uncertainty bound is 3.9 - 4.1"
FootNote,"Germany (DEU)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2013 (YR2013)","Uncertainty bound is 3.8 - 4"
FootNote,"Germany (DEU)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2014 (YR2014)","Uncertainty bound is 3.7 - 4"
FootNote,"Germany (DEU)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2015 (YR2015)","Uncertainty bound is 3.5 - 4"
FootNote,"Germany (DEU)","Births attended by skilled health staff (% of total) (SH.STA.BRTC.ZS)","2006 (YR2006)","Statisches Bundesamt. February 2007. Estimate"
FootNote,"Germany (DEU)","Income share held by lowest 20% (SI.DST.FRST.20)","2006 (YR2006)","Income based."
FootNote,"Germany (DEU)","Income share held by lowest 20% (SI.DST.FRST.20)","2007 (YR2007)","Income based."
FootNote,"Germany (DEU)","Income share held by lowest 20% (SI.DST.FRST.20)","2008 (YR2008)","Income based."
FootNote,"Germany (DEU)","Income share held by lowest 20% (SI.DST.FRST.20)","2009 (YR2009)","Income based."
FootNote,"Germany (DEU)","Income share held by lowest 20% (SI.DST.FRST.20)","2010 (YR2010)","Income based."
FootNote,"Germany (DEU)","Income share held by lowest 20% (SI.DST.FRST.20)","2011 (YR2011)","Income based."
FootNote,"Germany (DEU)","Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)","2014 (YR2014)","Extrapolated assuming the same as previous year."
FootNote,"Germany (DEU)","Population growth (annual %) (SP.POP.GROW)","2012 (YR2012)","Break in series."
FootNote,"Germany (DEU)","Population, total (SP.POP.TOTL)","2012 (YR2012)","Break in series."
FootNote,"Germany (DEU)","Population, total (SP.POP.TOTL)","2015 (YR2015)","Extrapolated assuming the same growth rate as previous 6 months."
FootNote,"Germany (DEU)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2006 (YR2006)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Germany (DEU)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2007 (YR2007)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Germany (DEU)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2008 (YR2008)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Germany (DEU)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2009 (YR2009)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Germany (DEU)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2010 (YR2010)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Spain (ESP)","Internet users (per 100 people) (IT.NET.USER.P2)","2006 (YR2006)","Population age 16-74 using Internet in the last 12 months."
FootNote,"Spain (ESP)","Internet users (per 100 people) (IT.NET.USER.P2)","2007 (YR2007)","Population age 16-74 using Internet in the last 12 months."
FootNote,"Spain (ESP)","Internet users (per 100 people) (IT.NET.USER.P2)","2008 (YR2008)","CMT's survey. Population age 10+."
FootNote,"Spain (ESP)","Internet users (per 100 people) (IT.NET.USER.P2)","2009 (YR2009)","CMT's survey. Population age 10+."
FootNote,"Spain (ESP)","Internet users (per 100 people) (IT.NET.USER.P2)","2010 (YR2010)","CMT's survey. Population age 10+."
FootNote,"Spain (ESP)","Internet users (per 100 people) (IT.NET.USER.P2)","2011 (YR2011)","CMT's survey. Population age 10+."
FootNote,"Spain (ESP)","Internet users (per 100 people) (IT.NET.USER.P2)","2012 (YR2012)","Users in the last 3 months."
FootNote,"Spain (ESP)","Internet users (per 100 people) (IT.NET.USER.P2)","2013 (YR2013)","Population age 16-74."
FootNote,"Spain (ESP)","Internet users (per 100 people) (IT.NET.USER.P2)","2014 (YR2014)","Population age 16-74."
FootNote,"Spain (ESP)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2006 (YR2006)","Uncertainty bound is 5.3 - 5.6"
FootNote,"Spain (ESP)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2007 (YR2007)","Uncertainty bound is 5.1 - 5.3"
FootNote,"Spain (ESP)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2008 (YR2008)","Uncertainty bound is 4.9 - 5.1"
FootNote,"Spain (ESP)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2009 (YR2009)","Uncertainty bound is 4.7 - 4.9"
FootNote,"Spain (ESP)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2010 (YR2010)","Uncertainty bound is 4.5 - 4.7"
FootNote,"Spain (ESP)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2011 (YR2011)","Uncertainty bound is 4.4 - 4.6"
FootNote,"Spain (ESP)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2012 (YR2012)","Uncertainty bound is 4.2 - 4.5"
FootNote,"Spain (ESP)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2013 (YR2013)","Uncertainty bound is 4 - 4.6"
FootNote,"Spain (ESP)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2014 (YR2014)","Uncertainty bound is 3.7 - 4.7"
FootNote,"Spain (ESP)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2015 (YR2015)","Uncertainty bound is 3.4 - 4.9"
FootNote,"Spain (ESP)","Income share held by lowest 20% (SI.DST.FRST.20)","2006 (YR2006)","Income based."
FootNote,"Spain (ESP)","Income share held by lowest 20% (SI.DST.FRST.20)","2007 (YR2007)","Income based."
FootNote,"Spain (ESP)","Income share held by lowest 20% (SI.DST.FRST.20)","2008 (YR2008)","Income based."
FootNote,"Spain (ESP)","Income share held by lowest 20% (SI.DST.FRST.20)","2009 (YR2009)","Income based."
FootNote,"Spain (ESP)","Income share held by lowest 20% (SI.DST.FRST.20)","2010 (YR2010)","Income based."
FootNote,"Spain (ESP)","Income share held by lowest 20% (SI.DST.FRST.20)","2011 (YR2011)","Income based."
FootNote,"Spain (ESP)","Income share held by lowest 20% (SI.DST.FRST.20)","2012 (YR2012)","Income based."
FootNote,"Spain (ESP)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2006 (YR2006)","Source: Spain 2006 Fertility and Values Survey"
FootNote,"Spain (ESP)","Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)","2014 (YR2014)","Extrapolated assuming the same as previous year."
FootNote,"Spain (ESP)","Population, total (SP.POP.TOTL)","2015 (YR2015)","Extrapolated assuming the same growth rate as previous 6 months."
FootNote,"Spain (ESP)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2006 (YR2006)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Spain (ESP)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2007 (YR2007)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Spain (ESP)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2008 (YR2008)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Spain (ESP)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2009 (YR2009)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"Spain (ESP)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2010 (YR2010)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"France (FRA)","Internet users (per 100 people) (IT.NET.USER.P2)","2006 (YR2006)","Population age 16-74."
FootNote,"France (FRA)","Internet users (per 100 people) (IT.NET.USER.P2)","2007 (YR2007)","Population age 16-74."
FootNote,"France (FRA)","Internet users (per 100 people) (IT.NET.USER.P2)","2008 (YR2008)","Population age 16-74."
FootNote,"France (FRA)","Internet users (per 100 people) (IT.NET.USER.P2)","2009 (YR2009)","Population age 16-74."
FootNote,"France (FRA)","Internet users (per 100 people) (IT.NET.USER.P2)","2010 (YR2010)","Population age 16-74."
FootNote,"France (FRA)","Internet users (per 100 people) (IT.NET.USER.P2)","2011 (YR2011)","Users in the last 3 months. Age 16-74."
FootNote,"France (FRA)","Internet users (per 100 people) (IT.NET.USER.P2)","2012 (YR2012)","Users in the last 3 months."
FootNote,"France (FRA)","Internet users (per 100 people) (IT.NET.USER.P2)","2013 (YR2013)","Population age 16-74."
FootNote,"France (FRA)","Internet users (per 100 people) (IT.NET.USER.P2)","2014 (YR2014)","Population age 16-74."
FootNote,"France (FRA)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2006 (YR2006)","Uncertainty bound is 4.4 - 4.5"
FootNote,"France (FRA)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2007 (YR2007)","Uncertainty bound is 4.3 - 4.5"
FootNote,"France (FRA)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2008 (YR2008)","Uncertainty bound is 4.2 - 4.4"
FootNote,"France (FRA)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2009 (YR2009)","Uncertainty bound is 4.2 - 4.4"
FootNote,"France (FRA)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2010 (YR2010)","Uncertainty bound is 4.2 - 4.4"
FootNote,"France (FRA)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2011 (YR2011)","Uncertainty bound is 4.2 - 4.4"
FootNote,"France (FRA)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2012 (YR2012)","Uncertainty bound is 4.2 - 4.5"
FootNote,"France (FRA)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2013 (YR2013)","Uncertainty bound is 4.1 - 4.6"
FootNote,"France (FRA)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2014 (YR2014)","Uncertainty bound is 4 - 4.8"
FootNote,"France (FRA)","Mortality rate, under-5 (per 1,000 live births) (SH.DYN.MORT)","2015 (YR2015)","Uncertainty bound is 3.8 - 5"
FootNote,"France (FRA)","Income share held by lowest 20% (SI.DST.FRST.20)","2006 (YR2006)","Income based."
FootNote,"France (FRA)","Income share held by lowest 20% (SI.DST.FRST.20)","2007 (YR2007)","Income based."
FootNote,"France (FRA)","Income share held by lowest 20% (SI.DST.FRST.20)","2008 (YR2008)","Income based."
FootNote,"France (FRA)","Income share held by lowest 20% (SI.DST.FRST.20)","2010 (YR2010)","Income based."
FootNote,"France (FRA)","Income share held by lowest 20% (SI.DST.FRST.20)","2011 (YR2011)","Income based."
FootNote,"France (FRA)","Income share held by lowest 20% (SI.DST.FRST.20)","2012 (YR2012)","Income based."
FootNote,"France (FRA)","Contraceptive prevalence, any methods (% of women ages 15-49) (SP.DYN.CONU.ZS)","2008 (YR2008)","Data pertain to women aged 20 to 49. Source: 2008 GGS"
FootNote,"France (FRA)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","2011 (YR2011)","Derived using linearly extrapolated data"
FootNote,"France (FRA)","Fertility rate, total (births per woman) (SP.DYN.TFRT.IN)","2014 (YR2014)","Extrapolated assuming the same as previous year."
FootNote,"France (FRA)","Population growth (annual %) (SP.POP.GROW)","2014 (YR2014)","Break in series."
FootNote,"France (FRA)","Population, total (SP.POP.TOTL)","2014 (YR2014)","Preliminary. Break in series."
FootNote,"France (FRA)","Population, total (SP.POP.TOTL)","2015 (YR2015)","Extrapolated assuming the same growth rate as previous 6 months."
FootNote,"France (FRA)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2006 (YR2006)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"France (FRA)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2007 (YR2007)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"France (FRA)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2008 (YR2008)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"France (FRA)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2009 (YR2009)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"France (FRA)","Net barter terms of trade index (2000 = 100) (TT.PRI.MRCH.XD.WD)","2010 (YR2010)","Source: UNCTAD Handbook of Statistics and data files, February 2012 update."
FootNote,"United Kingdom (GBR)","Internet users (per 100 people) (IT.NET.USER.P2)","2006 (YR2006)","Population age 16-74."
FootNote,"United Kingdom (GBR)","Internet users (per 100 people) (IT.NET.USER.P2)","2007 (YR2007)","Population age 16-74."
FootNote,"United Kingdom (GBR)","Internet users (per 100 people) (IT.NET.USER.P2)","2008 (YR2008)","Population age 16-74."
FootNote,"United Kingdom (GBR)","Internet users (per 100 people) (IT.NET.USER.P2)","2009 (YR2009)","Population age 16-74."
